   1.7150037e-01  -6.3725876e-02   6.1938902e-01
   1.8251220e-01   1.3109375e-02   6.0436530e-01
   2.0281219e-01   8.7125178e-02   5.8274605e-01
   2.3191663e-01   1.5764925e-01   5.5566950e-01
   2.6927402e-01   2.2413061e-01   5.2409470e-01
   3.1427724e-01   2.8611247e-01   4.8876974e-01
   3.6627206e-01   3.4320343e-01   4.5021757e-01
   4.2456208e-01   3.9504916e-01   4.0873838e-01
   4.8841036e-01   4.4130647e-01   3.6442696e-01
   5.5703837e-01   4.8162142e-01   3.1720327e-01
   6.2962292e-01   5.1561285e-01   2.6685460e-01
   7.0529190e-01   5.4286258e-01   2.1308731e-01
   7.8311982e-01   5.6291312e-01   1.5558632e-01
   8.6212412e-01   5.7527347e-01   9.4080126e-02
   9.4126334e-01   5.7943339e-01   2.8408694e-02
   1.0194381e+00   5.7488607e-01  -4.1408801e-02
   1.0954960e+00   5.6115845e-01  -1.1511013e-01
   1.1682406e+00   5.3784847e-01  -1.9213438e-01
   1.2364465e+00   5.0466724e-01  -2.7157934e-01
   1.2988790e+00   4.6148429e-01  -3.5217694e-01
   1.3543197e+00   4.0837269e-01  -4.3229170e-01
   1.4015968e+00   3.4565109e-01  -5.0994627e-01
   1.4396202e+00   2.7391881e-01  -5.8287688e-01
   1.4674185e+00   1.9408031e-01  -6.4861938e-01
   1.4841782e+00   1.0735560e-01  -7.0462394e-01
   1.4892807e+00   1.5273630e-02  -7.4839342e-01
   1.4823371e+00  -8.0353213e-02  -7.7763706e-01
   1.4632167e+00  -1.7747418e-01  -7.9042877e-01
   1.4320675e+00  -2.7386369e-01  -7.8535679e-01
   1.3893273e+00  -3.6720080e-01  -7.6165105e-01
   1.3357232e+00  -4.5516016e-01  -7.1927520e-01
   1.2722585e+00  -5.3550898e-01  -6.5897265e-01
   1.2001889e+00  -6.0620345e-01  -5.8225975e-01
   1.1209864e+00  -6.6547771e-01  -4.9136449e-01
   1.0362948e+00  -7.1191923e-01  -3.8911409e-01
   9.4787749e-01  -7.4452494e-01  -2.7878051e-01
   8.5756161e-01  -7.6273457e-01  -1.6389676e-01
   7.6718121e-01  -7.6643935e-01  -4.8060055e-02
   6.7852227e-01  -7.5596619e-01   6.5261799e-02
   5.9327272e-01  -7.3203990e-01   1.7290507e-01
   5.1297954e-01  -6.9572698e-01   2.7215297e-01
   4.3901484e-01  -6.4836646e-01   3.6083789e-01
   3.7255158e-01  -5.9149318e-01   4.3739856e-01
   3.1454935e-01  -5.2675939e-01   5.0089232e-01
   2.6574972e-01  -4.5585989e-01   5.5096652e-01
   2.2668004e-01  -3.8046502e-01   5.8779614e-01
   1.9766440e-01  -3.0216476e-01   6.1199650e-01
   1.7883996e-01  -2.2242602e-01   6.2452054e-01
   1.7017694e-01  -1.4256375e-01   6.2655007e-01
   1.7150037e-01  -6.3725876e-02   6.1938902e-01
